_id,simulation,simulationSpeed,elapsedRealTime,elapsedSimulationTime,cause.id,cause.params.inputId,cause.params.droneId,cause.params.detectorId,cause.params.controlModeId,cause.params.selected,cause.params.controlMode.id,cause.params.controlMode.key,cause.params.incidentId,cause.params.incidentType,cause.params.targetPosition,cause.params.type,cause.params.id
ObjectID(545cd74e6705bd9564aa9c0b),ObjectID(545cd6d46705bd9564aa8d5b),399,109150,32344550,0,4,1,,,,,,,,,,
ObjectID(545cd74e6705bd9564aa9c15),ObjectID(545cd6d46705bd9564aa8d5b),399,109150,32344550,1,,1,,,,,,,,,,
ObjectID(545cd74e6705bd9564aa9c1f),ObjectID(545cd7276705bd9564aa984a),1,35350,35350,0,0,3,,,,,,,,,,
ObjectID(545cd74f6705bd9564aa9c3b),ObjectID(545cd71f6705bd9564aa9760),1000,43050,19423650,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545cd74f6705bd9564aa9c42),ObjectID(545cd71f6705bd9564aa9760),1000,43200,19573650,1,,2,,,,,,,,,,
ObjectID(545cd74f6705bd9564aa9c4a),ObjectID(545cd74f6705bd9564aa9c49),1,0,0,,,,,,,,,,,,,
ObjectID(545cd74f6705bd9564aa9c4e),ObjectID(545cd71f6705bd9564aa9760),1000,43650,20023650,3,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545cd7506705bd9564aa9c54),ObjectID(545cd65d6705bd9564aa86a2),348,221750,21877900,1,,1,,,,,,,,,,
ObjectID(545cd7506705bd9564aa9c5c),ObjectID(545cd65d6705bd9564aa86a2),348,221750,21877900,6,,1,,,,,,,,,"refueling",17
ObjectID(545cd7506705bd9564aa9c63),ObjectID(545cd65d6705bd9564aa86a2),348,221750,21877900,7,,1,,,,,,,,,"refueling",17
ObjectID(545cd7506705bd9564aa9c6a),ObjectID(545cd65d6705bd9564aa86a2),348,221750,21877900,3,,,,,,,,2,"FuelIncident",,,
ObjectID(545cd7506705bd9564aa9c71),ObjectID(545cd6d46705bd9564aa8d5b),399,111450,33262250,0,4,1,,,,,,,,,,
ObjectID(545cd7506705bd9564aa9c7a),ObjectID(545cd74f6705bd9564aa9c49),1,1100,1100,0,0,2,,,,,,,,,,
ObjectID(545cd7516705bd9564aa9c7e),ObjectID(545cd74f6705bd9564aa9c49),1,2000,2000,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545cd7526705bd9564aa9c82),ObjectID(545cd71f6705bd9564aa9760),1000,45950,22323650,1,,3,,,,,,,,,,
ObjectID(545cd7526705bd9564aa9c88),ObjectID(545cd74f6705bd9564aa9c49),1,3050,3050,0,4,2,,,,,,,,,,
ObjectID(545cd7536705bd9564aa9c8d),ObjectID(545cd71f6705bd9564aa9760),1000,46650,23023650,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7536705bd9564aa9c92),ObjectID(545cd71f6705bd9564aa9760),1000,47450,23823650,0,4,2,,,,,,,,,,
ObjectID(545cd7546705bd9564aa9c98),ObjectID(545cd71f6705bd9564aa9760),1000,48000,24373650,0,4,2,,,,,,,,,,
ObjectID(545cd7556705bd9564aa9c9f),ObjectID(545cd65d6705bd9564aa86a2),348,226100,23391700,1,,1,,,,,,,,,,
ObjectID(545cd7556705bd9564aa9ca6),ObjectID(545cd6d46705bd9564aa8d5b),399,115400,34838300,0,4,1,,,,,,,,,,
ObjectID(545cd7556705bd9564aa9cb0),ObjectID(545cd7556705bd9564aa9caf),1,0,0,,,,,,,,,,,,,
ObjectID(545cd7566705bd9564aa9cb4),ObjectID(545cd71f6705bd9564aa9760),1000,49400,25773650,1,,2,,,,,,,,,,
ObjectID(545cd7566705bd9564aa9cbb),ObjectID(545cd74f6705bd9564aa9c49),957,6200,6200,0,2,,,,,,,,,,,
ObjectID(545cd7576705bd9564aa9cc0),ObjectID(545cd71f6705bd9564aa9760),1000,50600,26973650,1,,3,,,,,,,,,,
ObjectID(545cd7576705bd9564aa9cc6),ObjectID(545cd71f6705bd9564aa9760),1000,50600,26973650,6,,3,,,,,,,,,"refueling",6
ObjectID(545cd7576705bd9564aa9ccb),ObjectID(545cd71f6705bd9564aa9760),1000,50600,26973650,7,,3,,,,,,,,,"refueling",6
ObjectID(545cd7576705bd9564aa9cd0),ObjectID(545cd74f6705bd9564aa9c49),957,7250,1011050,2,,,,,,,,1,"PayloadIncident",,,
ObjectID(545cd7586705bd9564aa9cd5),ObjectID(545cd74f6705bd9564aa9c49),957,8300,2015900,2,,,,,,,,2,"DangerAreaIncident",,,
ObjectID(545cd7596705bd9564aa9cda),ObjectID(545cd71f6705bd9564aa9760),1000,52150,28523650,0,0,1,,,,,,,,,,
ObjectID(545cd7596705bd9564aa9cdf),ObjectID(545cd71f6705bd9564aa9760),1000,52700,29073650,1,,2,,,,,,,,,,
ObjectID(545cd7596705bd9564aa9ce4),ObjectID(545cd71f6705bd9564aa9760),1000,52700,29073650,6,,2,,,,,,,,,"refueling",4
ObjectID(545cd7596705bd9564aa9ce8),ObjectID(545cd71f6705bd9564aa9760),1000,52700,29073650,7,,2,,,,,,,,,"refueling",4
ObjectID(545cd75a6705bd9564aa9cec),ObjectID(545cd74f6705bd9564aa9c49),957,9650,3307850,0,1,2,,,,,,,,,,
ObjectID(545cd75b6705bd9564aa9cf1),ObjectID(545cd6c66705bd9564aa8b7e),62,134150,8000100,2,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545cd75b6705bd9564aa9d0f),ObjectID(545cd74f6705bd9564aa9c49),957,10400,4025600,2,,,,,,,,3,"DangerAreaIncident",,,
ObjectID(545cd75b6705bd9564aa9d14),ObjectID(545cd71f6705bd9564aa9760),1000,54350,30723650,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd75c6705bd9564aa9d18),ObjectID(545cd74f6705bd9564aa9c49),957,11050,4647650,1,,2,,,,,,,,,,
ObjectID(545cd75c6705bd9564aa9d1d),ObjectID(545cd6d46705bd9564aa8d5b),399,121950,37451750,1,,1,,,,,,,,,,
ObjectID(545cd75c6705bd9564aa9d26),ObjectID(545cd71f6705bd9564aa9760),1000,55000,31373650,0,4,1,,,,,,,,,,
ObjectID(545cd75c6705bd9564aa9d2b),ObjectID(545cd74f6705bd9564aa9c49),957,11800,5365400,0,0,2,,,,,,,,,,
ObjectID(545cd75d6705bd9564aa9d2f),ObjectID(545cd6d46705bd9564aa8d5b),399,123050,37890650,0,4,1,,,,,,,,,,
ObjectID(545cd75e6705bd9564aa9d37),ObjectID(545cd6c66705bd9564aa8b7e),62,136650,8155100,0,1,2,,,,,,,,,,
ObjectID(545cd75e6705bd9564aa9d55),ObjectID(545cd6c66705bd9564aa8b7e),62,137400,8201600,1,,1,,,,,,,,,,
ObjectID(545cd75f6705bd9564aa9d73),ObjectID(545cd62b6705bd9564aa84ba),445,283100,41263200,0,2,,,,,,,,,,,
ObjectID(545cd75f6705bd9564aa9d7d),ObjectID(545cd74f6705bd9564aa9c49),957,14600,8045000,2,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545cd7606705bd9564aa9d81),ObjectID(545cd71f6705bd9564aa9760),1000,58400,34773650,0,4,1,,,,,,,,,,
ObjectID(545cd7606705bd9564aa9d87),ObjectID(545cd6d46705bd9564aa8d5b),399,125750,38967950,0,4,1,,,,,,,,,,
ObjectID(545cd7606705bd9564aa9d8f),ObjectID(545cd74f6705bd9564aa9c49),957,15300,8714900,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7606705bd9564aa9d93),ObjectID(545cd62b6705bd9564aa84ba),445,284150,41730450,1,,1,,,,,,,,,,
ObjectID(545cd7616705bd9564aa9d9d),ObjectID(545cd71f6705bd9564aa9760),1000,59150,35523650,0,4,1,,,,,,,,,,
ObjectID(545cd7616705bd9564aa9da4),ObjectID(545cd71f6705bd9564aa9760),1000,59500,35873650,1,,1,,,,,,,,,,
ObjectID(545cd7626705bd9564aa9dab),ObjectID(545cd74f6705bd9564aa9c49),957,16450,9815450,0,4,2,,,,,,,,,,
ObjectID(545cd7626705bd9564aa9db0),ObjectID(545cd6c66705bd9564aa8b7e),62,140550,8396900,0,0,1,,,,,,,,,,
ObjectID(545cd7626705bd9564aa9dcd),ObjectID(545cd74f6705bd9564aa9c49),957,17000,10341800,0,4,2,,,,,,,,,,
ObjectID(545cd7626705bd9564aa9dd3),ObjectID(545cd7556705bd9564aa9caf),1,12100,12100,0,0,3,,,,,,,,,,
ObjectID(545cd7636705bd9564aa9dd7),ObjectID(545cd74f6705bd9564aa9c49),957,17400,10724600,0,4,2,,,,,,,,,,
ObjectID(545cd7636705bd9564aa9dde),ObjectID(545cd74f6705bd9564aa9c49),957,17750,11059550,0,4,2,,,,,,,,,,
ObjectID(545cd7636705bd9564aa9de6),ObjectID(545cd74f6705bd9564aa9c49),957,17850,11155250,4,,,2,,,,,,,"[ 171.3151099999998, -278.3896900000009 ]",,
ObjectID(545cd7636705bd9564aa9dee),ObjectID(545cd65d6705bd9564aa86a2),348,239350,28002700,2,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545cd7646705bd9564aa9df4),ObjectID(545cd6c66705bd9564aa8b7e),62,142600,8524000,0,0,3,,,,,,,,,,
ObjectID(545cd7646705bd9564aa9e11),ObjectID(545cd74f6705bd9564aa9c49),957,18900,12160100,1,,2,,,,,,,,,,
ObjectID(545cd7656705bd9564aa9e19),ObjectID(545cd71f6705bd9564aa9760),1000,62750,39123650,1,,1,,,,,,,,,,
ObjectID(545cd7656705bd9564aa9e1f),ObjectID(545cd6f16705bd9564aa903f),55,103450,3674950,1,,1,,,,,,,,,,
ObjectID(545cd7666705bd9564aa9e3b),ObjectID(545cd74f6705bd9564aa9c49),957,20350,13547750,1,,2,,,,,,,,,,
ObjectID(545cd7676705bd9564aa9e42),ObjectID(545cd71f6705bd9564aa9760),1000,64500,40873650,1,,1,,,,,,,,,,
ObjectID(545cd7676705bd9564aa9e47),ObjectID(545cd65d6705bd9564aa86a2),348,242600,29133700,4,,,1,,,,,,,"[ 190.4696000000064, -223.7245899999991 ]",,
ObjectID(545cd7676705bd9564aa9e4d),ObjectID(545cd71f6705bd9564aa9760),1000,65100,41473650,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7686705bd9564aa9e51),ObjectID(545cd74f6705bd9564aa9c49),957,21850,14983250,1,,2,,,,,,,,,,
ObjectID(545cd7686705bd9564aa9e57),ObjectID(545cd62b6705bd9564aa84ba),1000,290750,44667450,0,2,,,,,,,,,,,
ObjectID(545cd7686705bd9564aa9e60),ObjectID(545cd74f6705bd9564aa9c49),957,22100,15222500,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7686705bd9564aa9e65),ObjectID(545cd71f6705bd9564aa9760),1000,65800,42173650,0,4,1,,,,,,,,,,
ObjectID(545cd7686705bd9564aa9e6a),ObjectID(545cd71f6705bd9564aa9760),1000,65950,42323650,0,4,1,,,,,,,,,,
ObjectID(545cd7686705bd9564aa9e70),ObjectID(545cd74f6705bd9564aa9c49),957,22600,15701000,0,4,2,,,,,,,,,,
ObjectID(545cd7696705bd9564aa9e75),ObjectID(545cd6c66705bd9564aa8b7e),62,147050,8799900,0,1,3,,,,,,,,,,
ObjectID(545cd7696705bd9564aa9e92),ObjectID(545cd74f6705bd9564aa9c49),957,23400,16466600,0,4,2,,,,,,,,,,
ObjectID(545cd76b6705bd9564aa9e98),ObjectID(545cd71f6705bd9564aa9760),1000,68200,44573650,2,,,,,,,,4,"FuelIncident",,,
ObjectID(545cd76b6705bd9564aa9e9e),ObjectID(545cd6c66705bd9564aa8b7e),62,148850,8911500,0,0,2,,,,,,,,,,
ObjectID(545cd76c6705bd9564aa9ebb),ObjectID(545cd62b6705bd9564aa84ba),1000,294150,48067450,1,,1,,,,,,,,,,
ObjectID(545cd76c6705bd9564aa9ec4),ObjectID(545cd6f16705bd9564aa903f),55,109400,4002200,2,,,,,,,,3,"DangerAreaIncident",,,
ObjectID(545cd76c6705bd9564aa9edf),ObjectID(545cd71f6705bd9564aa9760),1000,69150,45523650,1,,1,,,,,,,,,,
ObjectID(545cd76c6705bd9564aa9ee5),ObjectID(545cd71f6705bd9564aa9760),1000,69150,45523650,6,,1,,,,,,,,,"refueling",4
ObjectID(545cd76c6705bd9564aa9eea),ObjectID(545cd71f6705bd9564aa9760),1000,69150,45523650,7,,1,,,,,,,,,"refueling",4
ObjectID(545cd76c6705bd9564aa9eef),ObjectID(545cd71f6705bd9564aa9760),1000,69150,45523650,3,,,,,,,,4,"FuelIncident",,,
ObjectID(545cd76c6705bd9564aa9ef4),ObjectID(545cd71f6705bd9564aa9760),1000,69200,45573650,1,,1,,,,,,,,,,
ObjectID(545cd76c6705bd9564aa9ef9),ObjectID(545cd71f6705bd9564aa9760),1000,69200,45573650,6,,1,,,,,,,,,"refueling",5
ObjectID(545cd76c6705bd9564aa9efd),ObjectID(545cd71f6705bd9564aa9760),1000,69200,45573650,7,,1,,,,,,,,,"refueling",5
ObjectID(545cd76c6705bd9564aa9f01),ObjectID(545cd6d46705bd9564aa8d5b),399,136550,43277150,0,0,1,,,,,,,,,,
ObjectID(545cd76c6705bd9564aa9f09),ObjectID(545cd65d6705bd9564aa86a2),348,247350,30786700,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd76d6705bd9564aa9f0f),ObjectID(545cd65d6705bd9564aa86a2),348,248200,31082500,1,,1,,,,,,,,,,
ObjectID(545cd76d6705bd9564aa9f15),ObjectID(545cd65d6705bd9564aa86a2),348,248250,31099900,0,4,1,,,,,,,,,,
ObjectID(545cd76e6705bd9564aa9f18),ObjectID(545cd74f6705bd9564aa9c49),957,27100,20007500,3,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545cd76e6705bd9564aa9f1e),ObjectID(545cd71f6705bd9564aa9760),1000,71200,47573650,0,0,3,,,,,,,,,,
ObjectID(545cd76f6705bd9564aa9f22),ObjectID(545cd6f16705bd9564aa903f),55,112200,4156200,1,,3,,,,,,,,,,
ObjectID(545cd7706705bd9564aa9f3d),ObjectID(545cd74f6705bd9564aa9c49),957,29200,22017200,0,0,3,,,,,,,,,,
ObjectID(545cd7706705bd9564aa9f43),ObjectID(545cd74f6705bd9564aa9c49),957,29250,22065050,1,,2,,,,,,,,,,
ObjectID(545cd7716705bd9564aa9f49),ObjectID(545cd62b6705bd9564aa84ba),1000,299350,53267450,0,4,1,,,,,,,,,,
ObjectID(545cd7726705bd9564aa9f51),ObjectID(545cd6c66705bd9564aa8b7e),62,154600,9268000,4,,,2,,,,,,,"[ 168.7015699999994, -211.9316900000008 ]",,
ObjectID(545cd7726705bd9564aa9f6e),ObjectID(545cd74f6705bd9564aa9c49),957,31500,24218300,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7726705bd9564aa9f73),ObjectID(545cd71f6705bd9564aa9760),1000,75050,51423650,0,0,1,,,,,,,,,,
ObjectID(545cd7736705bd9564aa9f77),ObjectID(545cd62b6705bd9564aa84ba),1000,301150,55067450,0,4,1,,,,,,,,,,
ObjectID(545cd7746705bd9564aa9f7f),ObjectID(545cd74f6705bd9564aa9c49),957,32650,25318850,0,4,3,,,,,,,,,,
ObjectID(545cd7746705bd9564aa9f85),ObjectID(545cd62b6705bd9564aa84ba),1000,302000,55917450,2,,,,,,,,3,"FuelIncident",,,
ObjectID(545cd7756705bd9564aa9f8d),ObjectID(545cd65d6705bd9564aa86a2),348,255000,33448900,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7756705bd9564aa9f90),ObjectID(545cd74f6705bd9564aa9c49),957,33850,26467250,1,,2,,,,,,,,,,
ObjectID(545cd7756705bd9564aa9f96),ObjectID(545cd74f6705bd9564aa9c49),957,33850,26467250,6,,2,,,,,,,,,"land",8
ObjectID(545cd7756705bd9564aa9f9b),ObjectID(545cd74f6705bd9564aa9c49),957,33850,26467250,7,,2,,,,,,,,,"land",8
ObjectID(545cd7766705bd9564aa9fa0),ObjectID(545cd65d6705bd9564aa86a2),348,255800,33727300,0,4,1,,,,,,,,,,
ObjectID(545cd7766705bd9564aa9fa3),ObjectID(545cd62b6705bd9564aa84ba),1000,303750,57667450,1,,1,,,,,,,,,,
ObjectID(545cd7776705bd9564aa9fab),ObjectID(545cd74f6705bd9564aa9c49),957,35400,27950600,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7786705bd9564aa9fb0),ObjectID(545cd74f6705bd9564aa9c49),957,36100,28620500,0,4,3,,,,,,,,,,
ObjectID(545cd7786705bd9564aa9fb5),ObjectID(545cd6d46705bd9564aa8d5b),399,147050,47466650,1,,1,,,,,,,,,,
ObjectID(545cd7786705bd9564aa9fbd),ObjectID(545cd71f6705bd9564aa9760),1000,80350,56723650,0,0,3,,,,,,,,,,
ObjectID(545cd7796705bd9564aa9fc1),ObjectID(545cd62b6705bd9564aa84ba),263,306050,59967450,0,2,,,,,,,,,,,
ObjectID(545cd7796705bd9564aa9fc8),ObjectID(545cd65d6705bd9564aa86a2),348,258750,34753900,0,4,1,,,,,,,,,,
ObjectID(545cd77a6705bd9564aa9fcc),ObjectID(545cd71f6705bd9564aa9760),1000,81700,58073650,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd77b6705bd9564aa9fd0),ObjectID(545cd71f6705bd9564aa9760),1000,82250,58623650,0,4,3,,,,,,,,,,
ObjectID(545cd77b6705bd9564aa9fd5),ObjectID(545cd71f6705bd9564aa9760),1000,83100,59473650,0,4,3,,,,,,,,,,
ObjectID(545cd77c6705bd9564aa9fdb),ObjectID(545cd71f6705bd9564aa9760),1000,83650,60023650,3,,,,,,,,2,"DangerAreaIncident",,,
ObjectID(545cd77c6705bd9564aa9fe1),ObjectID(545cd71f6705bd9564aa9760),1000,83850,60223650,0,4,3,,,,,,,,,,
ObjectID(545cd77d6705bd9564aa9fe8),ObjectID(545cd6c66705bd9564aa8b7e),62,164400,9875600,1,,2,,,,,,,,,,
ObjectID(545cd77d6705bd9564aaa005),ObjectID(545cd6d46705bd9564aa8d5b),399,151500,49242200,0,5,,,,true,,,,,,,
ObjectID(545cd77e6705bd9564aaa00c),ObjectID(545cd71f6705bd9564aa9760),1000,85050,61423650,0,4,3,,,,,,,,,,
ObjectID(545cd77e6705bd9564aaa014),ObjectID(545cd6d46705bd9564aa8d5b),399,152150,49501550,0,4,1,,,,,,,,,,
ObjectID(545cd77e6705bd9564aaa01a),ObjectID(545cd62b6705bd9564aa84ba),263,310900,61243000,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545cd77f6705bd9564aaa021),ObjectID(545cd62b6705bd9564aa84ba),263,311300,61348200,0,4,1,,,,,,,,,,
ObjectID(545cd77f6705bd9564aaa029),ObjectID(545cd74f6705bd9564aa9c49),957,42700,34936700,0,0,3,,,,,,,,,,
ObjectID(545cd77f6705bd9564aaa02e),ObjectID(545cd71f6705bd9564aa9760),1000,86600,62973650,1,,3,,,,,,,,,,
ObjectID(545cd7806705bd9564aaa036),ObjectID(545cd62b6705bd9564aa84ba),263,312000,61532300,0,4,1,,,,,,,,,,
ObjectID(545cd7816705bd9564aaa03f),ObjectID(545cd6d46705bd9564aa8d5b),399,154650,50499050,1,,1,,,,,,,,,,
ObjectID(545cd7816705bd9564aaa045),ObjectID(545cd6d46705bd9564aa8d5b),399,154800,50558900,0,5,,,,true,,,,,,,
ObjectID(545cd7816705bd9564aaa04a),ObjectID(545cd71f6705bd9564aa9760),1000,88250,64623650,1,,3,,,,,,,,,,
ObjectID(545cd7836705bd9564aaa051),ObjectID(545cd71f6705bd9564aa9760),1000,89750,66123650,1,,3,,,,,,,,,,
ObjectID(545cd7836705bd9564aaa057),ObjectID(545cd74f6705bd9564aa9c49),957,46450,38525450,1,,3,,,,,,,,,,
ObjectID(545cd7836705bd9564aaa05c),ObjectID(545cd74f6705bd9564aa9c49),957,46450,38525450,6,,3,,,,,,,,,"refueling",4
ObjectID(545cd7836705bd9564aaa060),ObjectID(545cd74f6705bd9564aa9c49),957,46450,38525450,7,,3,,,,,,,,,"refueling",4
ObjectID(545cd7846705bd9564aaa064),ObjectID(545cd74f6705bd9564aa9c49),957,46950,39003950,0,0,1,,,,,,,,,,
ObjectID(545cd7846705bd9564aaa068),ObjectID(545cd6d46705bd9564aa8d5b),399,157600,51676100,0,4,1,,,,,,,,,,
ObjectID(545cd7856705bd9564aaa06c),ObjectID(545cd71f6705bd9564aa9760),1000,91200,67573650,4,,,3,,,,,,,"[ 561.2507600000024, -69.82175000000043 ]",,
ObjectID(545cd7856705bd9564aaa071),ObjectID(545cd71f6705bd9564aa9760),1000,92000,68373650,1,,3,,,,,,,,,,
ObjectID(545cd7866705bd9564aaa076),ObjectID(545cd71f6705bd9564aa9760),1000,92150,68523650,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7866705bd9564aaa07a),ObjectID(545cd74f6705bd9564aa9c49),957,48850,40822250,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7866705bd9564aaa07e),ObjectID(545cd71f6705bd9564aa9760),1000,92650,69023650,0,4,3,,,,,,,,,,
ObjectID(545cd7866705bd9564aaa083),ObjectID(545cd74f6705bd9564aa9c49),957,49350,41300750,0,4,1,,,,,,,,,,
ObjectID(545cd7876705bd9564aaa088),ObjectID(545cd71f6705bd9564aa9760),1000,93200,69573650,0,4,3,,,,,,,,,,
ObjectID(545cd7876705bd9564aaa08d),ObjectID(545cd71f6705bd9564aa9760),1000,93650,70023650,3,,,,,,,,3,"DangerAreaIncident",,,
ObjectID(545cd7876705bd9564aaa092),ObjectID(545cd65d6705bd9564aa86a2),348,271350,39138700,1,,1,,,,,,,,,,
ObjectID(545cd78a6705bd9564aaa096),ObjectID(545cd71f6705bd9564aa9760),1000,95750,72123650,0,4,3,,,,,,,,,,
ObjectID(545cd78b6705bd9564aaa09c),ObjectID(545cd6d46705bd9564aa8d5b),399,163450,54010250,0,0,1,,,,,,,,,,
ObjectID(545cd78b6705bd9564aaa0a0),ObjectID(545cd74f6705bd9564aa9c49),957,53300,45080900,0,4,1,,,,,,,,,,
ObjectID(545cd78c6705bd9564aaa0a6),ObjectID(545cd6d46705bd9564aa8d5b),399,164800,54548900,2,,,,,,,,4,"FuelIncident",,,
ObjectID(545cd78d6705bd9564aaa0aa),ObjectID(545cd74f6705bd9564aa9c49),957,55150,46851350,0,6,,,,,0,"MONITORING",,,,,
ObjectID(545cd78e6705bd9564aaa0b0),ObjectID(545cd74f6705bd9564aa9c49),957,55700,47377700,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd78e6705bd9564aaa0b6),ObjectID(545cd74f6705bd9564aa9c49),957,56500,48143300,0,4,1,,,,,,,,,,
ObjectID(545cd7906705bd9564aaa0bb),ObjectID(545cd74f6705bd9564aa9c49),957,57650,49243850,0,0,3,,,,,,,,,,
ObjectID(545cd7916705bd9564aaa0c0),ObjectID(545cd74f6705bd9564aa9c49),957,58800,50344400,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7916705bd9564aaa0c5),ObjectID(545cd71f6705bd9564aa9760),1000,102350,78723650,1,,3,,,,,,,,,,
ObjectID(545cd7926705bd9564aaa0cb),ObjectID(545cd74f6705bd9564aa9c49),957,59300,50822900,0,4,3,,,,,,,,,,
ObjectID(545cd7926705bd9564aaa0d1),ObjectID(545cd65d6705bd9564aa86a2),348,280700,42392500,1,,1,,,,,,,,,,
ObjectID(545cd7926705bd9564aaa0d4),ObjectID(545cd65d6705bd9564aa86a2),348,280700,42392500,6,,1,,,,,,,,,"land",25
ObjectID(545cd7926705bd9564aaa0d6),ObjectID(545cd65d6705bd9564aa86a2),348,280700,42392500,7,,1,,,,,,,,,"land",25
ObjectID(545cd7936705bd9564aaa0d8),ObjectID(545cd74f6705bd9564aa9c49),957,60500,51971300,0,4,3,,,,,,,,,,
ObjectID(545cd7946705bd9564aaa0df),ObjectID(545cd71f6705bd9564aa9760),1000,104700,81073650,1,,3,,,,,,,,,,
ObjectID(545cd7946705bd9564aaa0e4),ObjectID(545cd74f6705bd9564aa9c49),957,61350,52784750,0,4,3,,,,,,,,,,
ObjectID(545cd7946705bd9564aaa0ec),ObjectID(545cd6f16705bd9564aa903f),55,145700,5998700,4,,,3,,,,,,,"[ 578.7200100000105, -334.8933299999997 ]",,
ObjectID(545cd7946705bd9564aaa106),ObjectID(545cd74f6705bd9564aa9c49),957,61900,53311100,0,4,3,,,,,,,,,,
ObjectID(545cd7956705bd9564aaa10f),ObjectID(545cd74f6705bd9564aa9c49),957,62200,53598200,0,4,3,,,,,,,,,,
ObjectID(545cd7956705bd9564aaa119),ObjectID(545cd71f6705bd9564aa9760),1000,106050,82423650,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545cd7956705bd9564aaa11d),ObjectID(545cd74f6705bd9564aa9c49),957,62650,54028850,0,4,3,,,,,,,,,,
ObjectID(545cd7966705bd9564aaa128),ObjectID(545cd71f6705bd9564aa9760),1000,106700,83073650,0,4,3,,,,,,,,,,
ObjectID(545cd7966705bd9564aaa12d),ObjectID(545cd74f6705bd9564aa9c49),957,63550,54890150,1,,3,,,,,,,,,,
ObjectID(545cd7966705bd9564aaa138),ObjectID(545cd74f6705bd9564aa9c49),957,63650,54985850,1,,1,,,,,,,,,,
ObjectID(545cd7966705bd9564aaa142),ObjectID(545cd74f6705bd9564aa9c49),957,63650,54985850,6,,1,,,,,,,,,"land",3
ObjectID(545cd7966705bd9564aaa14b),ObjectID(545cd74f6705bd9564aa9c49),957,63650,54985850,7,,1,,,,,,,,,"land",3
ObjectID(545cd7966705bd9564aaa154),ObjectID(545cd74f6705bd9564aa9c49),957,63650,54985850,3,,,,,,,,1,"PayloadIncident",,,
ObjectID(545cd7976705bd9564aaa15e),ObjectID(545cd7976705bd9564aaa15d),1,0,0,,,,,,,,,,,,,
ObjectID(545cd7976705bd9564aaa16b),ObjectID(545cd7976705bd9564aaa15d),1,50,50,1,,1,,,,,,,,,,
ObjectID(545cd7996705bd9564aaa178),ObjectID(545cd71f6705bd9564aa9760),1000,109050,85423650,0,4,3,,,,,,,,,,
ObjectID(545cd7996705bd9564aaa17d),ObjectID(545cd6d46705bd9564aa8d5b),399,176400,59177300,1,,1,,,,,,,,,,
ObjectID(545cd7996705bd9564aaa181),ObjectID(545cd6d46705bd9564aa8d5b),399,176400,59177300,6,,1,,,,,,,,,"refueling","r2"
ObjectID(545cd7996705bd9564aaa184),ObjectID(545cd6d46705bd9564aa8d5b),399,176400,59177300,3,,,,,,,,4,"FuelIncident",,,
ObjectID(545cd7996705bd9564aaa187),ObjectID(545cd6d46705bd9564aa8d5b),399,176500,59217200,7,,1,,,,,,,,,"refueling","r2"
ObjectID(545cd79b6705bd9564aaa18a),ObjectID(545cd6c66705bd9564aa8b7e),62,191450,11552700,1,,3,,,,,,,,,,
ObjectID(545cd79b6705bd9564aaa1a6),ObjectID(545cd71f6705bd9564aa9760),1000,111200,87573650,0,4,3,,,,,,,,,,
ObjectID(545cd79b6705bd9564aaa1ac),ObjectID(545cd6d46705bd9564aa8d5b),399,178500,60015200,3,,,,,,,,2,"DangerAreaIncident",,,
ObjectID(545cd79c6705bd9564aaa1af),ObjectID(545cd6f16705bd9564aa903f),55,152900,6394700,1,,3,,,,,,,,,,
ObjectID(545cd79c6705bd9564aaa1c9),ObjectID(545cd6f16705bd9564aa903f),55,152900,6394700,6,,3,,,,,,,,,"surveillance","surveillance_uav_3_area_2"
ObjectID(545cd79c6705bd9564aaa1e4),ObjectID(545cd74f6705bd9564aa9c49),957,68900,60010100,3,,,,,,,,2,"DangerAreaIncident",,,
ObjectID(545cd79d6705bd9564aaa1ed),ObjectID(545cd6d46705bd9564aa8d5b),399,180100,60653600,5,,1,,,,,,,,,,
